낚시터명,낚시터유형,소재지도로명주소,WGS84위도,WGS84경도,주요어종,이용요금,데이터기준일자
한탄강 낚시터,평지,경기도 시흥시 수인로 2495-1,37.3995,126.85366,붕어+잉어,1일 20000원,2024-12-05
약수 낚시터,평지,경기도 시흥시 동서로 989-32,37.38157,126.85253,붕어+잉어,(평일)10000원+(휴일)20000원,2024-12-05
계수 낚시터,평지,경기도 시흥시 구미1길 33,37.4516,126.80476,붕어+잉어,1일 10000원,2024-12-05
쉼터 낚시터,평지,경기도 시흥시 하중로 281,37.38821,126.80687,붕어+잉어,(평일)10000원+(휴일)15000원,2024-12-05
능곡 낚시터,평지,경기도 시흥시 시흥대로268번길 50-28,37.36146,126.81064,붕어+잉어,(평일)10000원+(휴일)20000원,2024-12-05
군자 낚시터,평지,경기도 시흥시 시흥대로216-18,37.35995,123.80808,붕어+잉어,1일 10000원,2024-12-05
산정 낚시터,평지,경기도 시흥시 피울길 173,37.36794,126.82918,붕어+잉어,1일 10000원,2024-12-05
까치 낚시터,평지,경기도 시흥시 수인로2107번길 146,37.36734,126.86603,붕어+잉어,1일 10000원,2024-12-05
달월사계절 낚시터,평지,경기도 시흥시 군자로 125-5,37.37326,126.76863,붕어+잉어,1일 10000원,2024-12-05
새미 낚시터,평지,,37.37363,126.86493,붕어+잉어,1일 10000원,2024-12-05
시흥드림바다 낚시터,기타,경기도 시흥시 황고개로293번길 7,37.35766,126.78533,광어,"2시간 33,000원+ 4시간 55,000원",2024-12-05
신천자연 낚시터,평지,경기도 시흥시 두문로71번길 18-5,37.43211,126.78494,붕어+잉어,1일 10000원,2024-12-05
왕골낚시터,평지,,37.36567,126.85757,붕어+잉어,1일 10000원,2024-12-05
지오낚시터,기타,경기도 연천군 군남면 청정로 2060,38.04319586,127.0296004,송어+메기,30000원,2024-07-31
삼화리낚시터,저수지,경기도 연천군 미산면 삼화2길 96,38.01270377,126.9767416,붕어,30000원,2024-07-31
양원리낚시터,저수지,경기도 연천군 전곡읍 양원로 108-37,37.98743059,127.021049,메기,30000원,2024-07-31
전곡낚시터,저수지,경기도 연천군 군남면 오리골길 124,38.03704578,127.03402,송어+메기,30000원,2024-07-31
한탄강낚시터,기타,경기도 연천군 전곡읍 평화로495번길 16-31,38.01517959,127.0675997,붕어,30000원,2024-07-31
백학낚시터,저수지,경기도 연천군 백학면 저수지길 21,38.032232,126.9250483,붕어+잉어,25000원,2024-07-31
조치원낚시터,평지,세종시 전동면 전동로 245,36.672891,127.269954,붕어,0,2023-03-16
잡아잡아낚시카페,기타,세종시 조치원읍 새내16길 28,36.604395,127.298527,기타,0,2023-03-16
용천농장낚시터,평지,세종시 금남면 황토고개길 80-10,36.453638,127.233773,붕어,0,2023-03-16
